index;experiment;model;window;samples_summarized;accuracy_train;accuracy_test;presicion;recall;f1_score;train_acc_ten_above;train_test_hundred;f1_hundred;invalid_window
1721;2;DUM;968;100;50.90439276485789;50.0;50.0;51.546391752577314;50.76142131979695;0;0;0;0
1722;2;DUM;968;100;50.90439276485789;50.0;50.0;51.546391752577314;50.76142131979695;0;0;0;0
1723;2;DUM;968;100;50.83870967741936;50.25906735751296;50.0;52.083333333333336;51.02040816326531;0;0;0;0
1724;2;DUM;968;100;49.29032258064516;50.25906735751296;50.53763440860215;48.45360824742268;49.47368421052632;0;0;0;0
1735;2;KNN;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1736;2;KNN;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1737;2;KNN;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1738;2;KNN;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1739;2;KNN;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1750;2;MLP;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1751;2;MLP;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1752;2;MLP;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1753;2;MLP;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1754;2;MLP;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1730;2;NB;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1731;2;NB;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1732;2;NB;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1733;2;NB;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1734;2;NB;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1745;2;RF;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1746;2;RF;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1747;2;RF;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1748;2;RF;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1749;2;RF;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1755;2;SVM;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1756;2;SVM;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1757;2;SVM;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1758;2;SVM;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1759;2;SVM;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1740;2;XGB;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1741;2;XGB;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1742;2;XGB;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1743;2;XGB;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
1744;2;XGB;968;100;100.0;100.0;100.0;100.0;100.0;0;1;1;1
85;2;DT;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
86;2;DT;1100;88;100.0;99.54545454545456;99.09909909909908;100.0;99.5475113122172;0;0;0;0
87;2;DT;1100;88;100.0;99.54545454545456;100.0;99.0909090909091;99.54337899543378;0;0;0;0
88;2;DT;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
89;2;DT;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
80;2;DUM;1100;88;51.24999999999999;46.81818181818182;46.84684684684685;47.27272727272727;47.05882352941176;0;0;0;0
81;2;DUM;1100;88;51.24999999999999;46.81818181818182;46.84684684684685;47.27272727272727;47.05882352941176;0;0;0;0
82;2;DUM;1100;88;51.24999999999999;46.81818181818182;46.84684684684685;47.27272727272727;47.05882352941176;0;0;0;0
83;2;DUM;1100;88;51.24999999999999;46.81818181818182;46.84684684684685;47.27272727272727;47.05882352941176;0;0;0;0
84;2;DUM;1100;88;51.24999999999999;46.81818181818182;46.84684684684685;47.27272727272727;47.05882352941176;0;0;0;0
95;2;KNN;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
96;2;KNN;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
97;2;KNN;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
98;2;KNN;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
99;2;KNN;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
110;2;MLP;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
111;2;MLP;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
112;2;MLP;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
113;2;MLP;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
114;2;MLP;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
90;2;NB;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
91;2;NB;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
92;2;NB;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
93;2;NB;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
94;2;NB;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
105;2;RF;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
106;2;RF;1100;88;100.0;99.54545454545456;99.09909909909908;100.0;99.5475113122172;0;0;0;0
107;2;RF;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
108;2;RF;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
109;2;RF;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
115;2;SVM;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
116;2;SVM;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
117;2;SVM;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
118;2;SVM;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
119;2;SVM;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
100;2;XGB;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
101;2;XGB;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
102;2;XGB;1100;88;100.0;99.54545454545456;100.0;99.0909090909091;99.54337899543378;0;0;0;0
103;2;XGB;1100;88;100.0;100.0;100.0;100.0;100.0;0;1;1;1
104;2;XGB;1100;88;100.0;99.0909090909091;100.0;98.1818181818182;99.08256880733946;0;0;0;0
205;2;DT;1210;80;100.0;100.0;100.0;100.0;100.0;0;1;1;1
206;2;DT;1210;80;100.0;100.0;100.0;100.0;100.0;0;1;1;1
207;2;DT;1210;80;100.0;99.58677685950413;100.0;99.17355371900828;99.5850622406639;0;0;0;0
208;2;DT;1210;80;100.0;100.0;100.0;100.0;100.0;0;1;1;1
209;2;DT;1210;80;100.0;100.0;100.0;100.0;100.0;0;1;1;1
200;2;DUM;1210;80;52.066115702479344;48.7603305785124;48.7603305785124;48.7603305785124;48.7603305785124;0;0;0;0
201;2;DUM;1210;80;52.066115702479344;48.7603305785124;48.7603305785124;48.7603305785124;48.7603305785124;0;0;0;0
202;2;DUM;1210;80;52.066115702479344;48.7603305785124;48.7603305785124;48.7603305785124;48.7603305785124;0;0;0;0
203;2;DUM;1210;80;52.066115702479344;48.7603305785124;48.7603305785124;48.7603305785124;48.7603305785124;0;0;0;0
204;2;DUM;1210;80;52.066115702479344;48.7603305785124;48.7603305785124;48.7603305785124;48.7603305785124;0;0;0;0
215;2;KNN;1210;80;100.0;100.0;100.0;100.0;100.0;0;1;1;1
216;2;KNN;1210;80;100.0;100.0;100.0;100.0;100.0;0;1;1;1
217;2;KNN;1210;80;100.0;100.0;100.0;100.0;100.0;0;1;1;1
218;2;KNN;1210;80;100.0;100.0;100.0;100.0;100.0;0;1;1;1
219;2;KNN;1210;80;100.0;100.0;100.0;100.0;100.0;0;1;1;1
230;2;MLP;1210;80;100.0;99.58677685950413;100.0;99.17355371900828;99.5850622406639;0;0;0;0
231;2;MLP;1210;80;99.89669421487604;100.0;100.0;100.0;100.0;0;0;1;1
232;2;MLP;1210;80;99.89669421487604;100.0;100.0;100.0;100.0;0;0;1;1
233;2;MLP;1210;80;99.89669421487604;100.0;100.0;100.0;100.0;0;0;1;1
234;2;MLP;1210;80;99.89669421487604;100.0;100.0;100.0;100.0;0;0;1;1
210;2;NB;1210;80;100.0;100.0;100.0;100.0;100.0;0;1;1;1
211;2;NB;1210;80;100.0;100.0;100.0;100.0;100.0;0;1;1;1
212;2;NB;1210;80;100.0;100.0;100.0;100.0;100.0;0;1;1;1
213;2;NB;1210;80;100.0;100.0;100.0;100.0;100.0;0;1;1;1
214;2;NB;1210;80;100.0;100.0;100.0;100.0;100.0;0;1;1;1
225;2;RF;1210;80;100.0;100.0;100.0;100.0;100.0;0;1;1;1
226;2;RF;1210;80;100.0;100.0;100.0;100.0;100.0;0;1;1;1
227;2;RF;1210;80;100.0;99.58677685950413;100.0;99.17355371900828;99.5850622406639;0;0;0;0
228;2;RF;1210;80;100.0;100.0;100.0;100.0;100.0;0;1;1;1
229;2;RF;1210;80;100.0;100.0;100.0;100.0;100.0;0;1;1;1
235;2;SVM;1210;80;100.0;100.0;100.0;100.0;100.0;0;1;1;1
236;2;SVM;1210;80;100.0;100.0;100.0;100.0;100.0;0;1;1;1
237;2;SVM;1210;80;100.0;100.0;100.0;100.0;100.0;0;1;1;1
238;2;SVM;1210;80;100.0;100.0;100.0;100.0;100.0;0;1;1;1
239;2;SVM;1210;80;100.0;100.0;100.0;100.0;100.0;0;1;1;1
220;2;XGB;1210;80;100.0;99.17355371900828;100.0;98.34710743801654;99.16666666666669;0;0;0;0
221;2;XGB;1210;80;100.0;100.0;100.0;100.0;100.0;0;1;1;1
222;2;XGB;1210;80;100.0;99.58677685950413;100.0;99.17355371900828;99.5850622406639;0;0;0;0
223;2;XGB;1210;80;100.0;100.0;100.0;100.0;100.0;0;1;1;1
224;2;XGB;1210;80;100.0;100.0;100.0;100.0;100.0;0;1;1;1
365;2;DT;1760;55;99.78693181818184;99.14772727272728;98.32402234636872;100.0;99.15492957746478;0;0;0;0
366;2;DT;1760;55;99.64488636363636;99.7159090909091;100.0;99.43181818181816;99.71509971509973;0;0;0;0
367;2;DT;1760;55;99.78693181818184;99.14772727272728;100.0;98.29545454545456;99.1404011461318;0;0;0;0
368;2;DT;1760;55;99.64488636363636;99.7159090909091;99.43502824858756;100.0;99.71671388101984;0;0;0;0
369;2;DT;1760;55;99.57386363636364;100.0;100.0;100.0;100.0;0;0;1;1
360;2;DUM;1760;55;49.715909090909086;45.73863636363637;45.614035087719294;44.31818181818182;44.95677233429395;0;0;0;0
361;2;DUM;1760;55;49.715909090909086;45.73863636363637;45.614035087719294;44.31818181818182;44.95677233429395;0;0;0;0
362;2;DUM;1760;55;49.715909090909086;45.73863636363637;45.614035087719294;44.31818181818182;44.95677233429395;0;0;0;0
363;2;DUM;1760;55;49.715909090909086;45.73863636363637;45.614035087719294;44.31818181818182;44.95677233429395;0;0;0;0
364;2;DUM;1760;55;49.715909090909086;45.73863636363637;45.614035087719294;44.31818181818182;44.95677233429395;0;0;0;0
375;2;KNN;1760;55;100.0;99.7159090909091;99.43502824858756;100.0;99.71671388101984;0;0;0;0
376;2;KNN;1760;55;99.92897727272728;100.0;100.0;100.0;100.0;0;0;1;1
377;2;KNN;1760;55;99.92897727272728;100.0;100.0;100.0;100.0;0;0;1;1
378;2;KNN;1760;55;99.92897727272728;100.0;100.0;100.0;100.0;0;0;1;1
379;2;KNN;1760;55;99.92897727272728;100.0;100.0;100.0;100.0;0;0;1;1
390;2;MLP;1760;55;100.0;99.7159090909091;99.43502824858756;100.0;99.71671388101984;0;0;0;0
391;2;MLP;1760;55;99.92897727272728;100.0;100.0;100.0;100.0;0;0;1;1
392;2;MLP;1760;55;99.92897727272728;100.0;100.0;100.0;100.0;0;0;1;1
393;2;MLP;1760;55;99.92897727272728;100.0;100.0;100.0;100.0;0;0;1;1
394;2;MLP;1760;55;99.92897727272728;100.0;100.0;100.0;100.0;0;0;1;1
370;2;NB;1760;55;100.0;99.7159090909091;99.43502824858756;100.0;99.71671388101984;0;0;0;0
371;2;NB;1760;55;99.92897727272728;100.0;100.0;100.0;100.0;0;0;1;1
372;2;NB;1760;55;99.92897727272728;100.0;100.0;100.0;100.0;0;0;1;1
373;2;NB;1760;55;99.92897727272728;100.0;100.0;100.0;100.0;0;0;1;1
374;2;NB;1760;55;99.92897727272728;100.0;100.0;100.0;100.0;0;0;1;1
385;2;RF;1760;55;99.85795454545456;99.14772727272728;98.32402234636872;100.0;99.15492957746478;0;0;0;0
386;2;RF;1760;55;99.78693181818184;99.7159090909091;100.0;99.43181818181816;99.71509971509973;0;0;0;0
387;2;RF;1760;55;99.85795454545456;99.14772727272728;100.0;98.29545454545456;99.1404011461318;0;0;0;0
388;2;RF;1760;55;99.7159090909091;100.0;100.0;100.0;100.0;0;0;1;1
389;2;RF;1760;55;99.7159090909091;100.0;100.0;100.0;100.0;0;0;1;1
395;2;SVM;1760;55;100.0;99.7159090909091;99.43502824858756;100.0;99.71671388101984;0;0;0;0
396;2;SVM;1760;55;99.92897727272728;100.0;100.0;100.0;100.0;0;0;1;1
397;2;SVM;1760;55;99.92897727272728;100.0;100.0;100.0;100.0;0;0;1;1
398;2;SVM;1760;55;99.92897727272728;100.0;100.0;100.0;100.0;0;0;1;1
399;2;SVM;1760;55;99.92897727272728;100.0;100.0;100.0;100.0;0;0;1;1
380;2;XGB;1760;55;99.7159090909091;99.14772727272728;98.32402234636872;100.0;99.15492957746478;0;0;0;0
381;2;XGB;1760;55;99.57386363636364;99.7159090909091;100.0;99.43181818181816;99.71509971509973;0;0;0;0
382;2;XGB;1760;55;99.7159090909091;98.86363636363636;100.0;97.72727272727272;98.85057471264368;0;0;0;0
383;2;XGB;1760;55;99.57386363636364;100.0;100.0;100.0;100.0;0;0;1;1
384;2;XGB;1760;55;99.57386363636364;100.0;100.0;100.0;100.0;0;0;1;1
445;2;DT;1936;50;99.48320413436691;99.48453608247422;98.9795918367347;100.0;99.48717948717947;0;0;0;0
446;2;DT;1936;50;99.28986442866363;98.96640826873386;99.47643979057592;98.44559585492227;98.95833333333334;0;0;0;0
447;2;DT;1936;50;99.54809554551323;100.0;100.0;100.0;100.0;0;0;1;1
448;2;DT;1936;50;99.41897998708843;99.48320413436691;98.9795918367347;100.0;99.48717948717947;0;0;0;0
449;2;DT;1936;50;99.61265332472564;99.2248062015504;98.97435897435898;99.48453608247422;99.22879177377892;0;0;0;0
440;2;DUM;1936;50;50.0;47.16494845360825;47.08994708994709;45.876288659793815;46.47519582245431;0;0;0;0
441;2;DUM;1936;50;50.0322788896062;47.02842377260982;46.80851063829788;45.59585492227979;46.194225721784775;0;0;0;0
442;2;DUM;1936;50;50.0322788896062;47.02842377260982;46.80851063829788;45.59585492227979;46.194225721784775;0;0;0;0
443;2;DUM;1936;50;49.9031633311814;53.22997416020672;53.266331658291456;54.63917525773196;53.9440203562341;0;0;0;0
444;2;DUM;1936;50;49.9031633311814;53.22997416020672;53.266331658291456;54.63917525773196;53.9440203562341;0;0;0;0
455;2;KNN;1936;50;100.0;99.74226804123712;99.48717948717947;100.0;99.74293059125964;0;0;0;0
456;2;KNN;1936;50;99.9354422207876;100.0;100.0;100.0;100.0;0;0;1;1
457;2;KNN;1936;50;99.9354422207876;100.0;100.0;100.0;100.0;0;0;1;1
458;2;KNN;1936;50;99.9354422207876;100.0;100.0;100.0;100.0;0;0;1;1
459;2;KNN;1936;50;99.9354422207876;100.0;100.0;100.0;100.0;0;0;1;1
470;2;MLP;1936;50;99.87080103359172;99.74226804123712;99.48717948717947;100.0;99.74293059125964;0;0;0;0
471;2;MLP;1936;50;99.8708844415752;100.0;100.0;100.0;100.0;0;0;1;1
472;2;MLP;1936;50;99.8708844415752;100.0;100.0;100.0;100.0;0;0;1;1
473;2;MLP;1936;50;99.9354422207876;99.74160206718346;100.0;99.48453608247422;99.74160206718346;0;0;0;0
474;2;MLP;1936;50;99.9354422207876;99.74160206718346;100.0;99.48453608247422;99.74160206718346;0;0;0;0
450;2;NB;1936;50;99.93540051679588;99.74226804123712;99.48717948717947;100.0;99.74293059125964;0;0;0;0
451;2;NB;1936;50;99.8708844415752;100.0;100.0;100.0;100.0;0;0;1;1
452;2;NB;1936;50;99.9354422207876;99.74160206718346;99.48453608247422;100.0;99.74160206718346;0;0;0;0
453;2;NB;1936;50;99.8708844415752;100.0;100.0;100.0;100.0;0;0;1;1
454;2;NB;1936;50;99.8708844415752;100.0;100.0;100.0;100.0;0;0;1;1
465;2;RF;1936;50;99.74160206718346;99.22680412371136;99.48186528497408;98.96907216494846;99.2248062015504;0;0;0;0
466;2;RF;1936;50;99.67721110393802;99.48320413436691;98.97435897435898;100.0;99.48453608247422;0;0;0;0
467;2;RF;1936;50;99.48353776630084;100.0;100.0;100.0;100.0;0;0;1;1
468;2;RF;1936;50;99.67721110393802;99.48320413436691;100.0;98.96907216494846;99.48186528497408;0;0;0;0
469;2;RF;1936;50;99.7417688831504;99.48320413436691;99.48453608247422;99.48453608247422;99.48453608247422;0;0;0;0
475;2;SVM;1936;50;100.0;99.74226804123712;99.48717948717947;100.0;99.74293059125964;0;0;0;0
476;2;SVM;1936;50;99.8708844415752;100.0;100.0;100.0;100.0;0;0;1;1
477;2;SVM;1936;50;99.9354422207876;99.74160206718346;99.48453608247422;100.0;99.74160206718346;0;0;0;0
478;2;SVM;1936;50;99.9354422207876;100.0;100.0;100.0;100.0;0;0;1;1
479;2;SVM;1936;50;99.9354422207876;100.0;100.0;100.0;100.0;0;0;1;1
460;2;XGB;1936;50;99.28940568475451;98.71134020618555;98.46153846153848;98.96907216494846;98.7146529562982;0;0;0;0
461;2;XGB;1936;50;99.09619109102648;98.96640826873386;98.46153846153848;99.48186528497408;98.96907216494846;0;0;0;0
462;2;XGB;1936;50;99.22530664945126;99.74160206718346;99.48453608247422;100.0;99.74160206718346;0;0;0;0
463;2;XGB;1936;50;99.41897998708843;99.48320413436691;100.0;98.96907216494846;99.48186528497408;0;0;0;0
464;2;XGB;1936;50;99.28986442866363;99.48320413436691;100.0;98.96907216494846;99.48186528497408;0;0;0;0
565;2;DT;2200;44;99.7159090909091;99.0909090909091;100.0;98.1818181818182;99.08256880733946;0;0;0;0
566;2;DT;2200;44;99.60227272727272;99.77272727272728;100.0;99.54545454545456;99.77220956719816;0;0;0;0
567;2;DT;2200;44;99.60227272727272;99.3181818181818;100.0;98.63636363636364;99.31350114416476;0;0;0;0
568;2;DT;2200;44;99.60227272727272;99.77272727272728;100.0;99.54545454545456;99.77220956719816;0;0;0;0
569;2;DT;2200;44;99.6590909090909;99.54545454545456;99.54545454545456;99.54545454545456;99.54545454545456;0;0;0;0
560;2;DUM;2200;44;49.88636363636363;47.95454545454545;47.88732394366197;46.36363636363636;47.11316397228637;0;0;0;0
561;2;DUM;2200;44;49.88636363636363;47.95454545454545;47.88732394366197;46.36363636363636;47.11316397228637;0;0;0;0
562;2;DUM;2200;44;49.88636363636363;47.95454545454545;47.88732394366197;46.36363636363636;47.11316397228637;0;0;0;0
563;2;DUM;2200;44;49.88636363636363;47.95454545454545;47.88732394366197;46.36363636363636;47.11316397228637;0;0;0;0
564;2;DUM;2200;44;49.88636363636363;47.95454545454545;47.88732394366197;46.36363636363636;47.11316397228637;0;0;0;0
575;2;KNN;2200;44;99.88636363636364;99.77272727272728;100.0;99.54545454545456;99.77220956719816;0;0;0;0
576;2;KNN;2200;44;99.88636363636364;100.0;100.0;100.0;100.0;0;0;1;1
577;2;KNN;2200;44;99.82954545454544;100.0;100.0;100.0;100.0;0;0;1;1
578;2;KNN;2200;44;99.82954545454544;100.0;100.0;100.0;100.0;0;0;1;1
579;2;KNN;2200;44;99.9431818181818;99.54545454545456;99.09909909909908;100.0;99.5475113122172;0;0;0;0
590;2;MLP;2200;44;99.9431818181818;99.77272727272728;100.0;99.54545454545456;99.77220956719816;0;0;0;0
591;2;MLP;2200;44;99.88636363636364;100.0;100.0;100.0;100.0;0;0;1;1
592;2;MLP;2200;44;99.88636363636364;100.0;100.0;100.0;100.0;0;0;1;1
593;2;MLP;2200;44;99.88636363636364;100.0;100.0;100.0;100.0;0;0;1;1
594;2;MLP;2200;44;99.9431818181818;99.77272727272728;99.5475113122172;100.0;99.77324263038548;0;0;0;0
570;2;NB;2200;44;99.88636363636364;100.0;100.0;100.0;100.0;0;0;1;1
571;2;NB;2200;44;99.88636363636364;100.0;100.0;100.0;100.0;0;0;1;1
572;2;NB;2200;44;99.88636363636364;100.0;100.0;100.0;100.0;0;0;1;1
573;2;NB;2200;44;99.88636363636364;100.0;100.0;100.0;100.0;0;0;1;1
574;2;NB;2200;44;100.0;99.54545454545456;99.09909909909908;100.0;99.5475113122172;0;0;0;0
585;2;RF;2200;44;99.20454545454544;98.86363636363636;99.08675799086758;98.63636363636364;98.86104783599087;0;0;0;0
586;2;RF;2200;44;99.26136363636364;98.86363636363636;98.20627802690582;99.54545454545456;98.87133182844244;0;0;0;0
587;2;RF;2200;44;99.20454545454544;99.54545454545456;99.09909909909908;100.0;99.5475113122172;0;0;0;0
588;2;RF;2200;44;99.20454545454544;99.3181818181818;98.65470852017935;100.0;99.32279909706546;0;0;0;0
589;2;RF;2200;44;99.3181818181818;98.63636363636364;98.1981981981982;99.0909090909091;98.6425339366516;0;0;0;0
595;2;SVM;2200;44;99.88636363636364;99.77272727272728;100.0;99.54545454545456;99.77220956719816;0;0;0;0
596;2;SVM;2200;44;99.82954545454544;100.0;100.0;100.0;100.0;0;0;1;1
597;2;SVM;2200;44;99.82954545454544;100.0;100.0;100.0;100.0;0;0;1;1
598;2;SVM;2200;44;99.82954545454544;100.0;100.0;100.0;100.0;0;0;1;1
599;2;SVM;2200;44;99.9431818181818;99.54545454545456;99.09909909909908;100.0;99.5475113122172;0;0;0;0
580;2;XGB;2200;44;99.0340909090909;98.86363636363636;99.08675799086758;98.63636363636364;98.86104783599087;0;0;0;0
581;2;XGB;2200;44;99.0340909090909;98.63636363636364;98.1981981981982;99.0909090909091;98.6425339366516;0;0;0;0
582;2;XGB;2200;44;98.92045454545456;99.3181818181818;98.65470852017935;100.0;99.32279909706546;0;0;0;0
583;2;XGB;2200;44;98.92045454545456;99.3181818181818;98.65470852017935;100.0;99.32279909706546;0;0;0;0
584;2;XGB;2200;44;99.0909090909091;98.1818181818182;96.90265486725664;99.54545454545456;98.20627802690582;0;0;0;0
685;2;DT;2420;40;99.53512396694217;99.3801652892562;100.0;98.7603305785124;99.3762993762994;0;0;0;0
686;2;DT;2420;40;99.48347107438018;99.58677685950413;100.0;99.17355371900828;99.5850622406639;0;0;0;0
687;2;DT;2420;40;99.48347107438018;99.3801652892562;99.1769547325103;99.58677685950413;99.38144329896907;0;0;0;0
688;2;DT;2420;40;99.48347107438018;99.3801652892562;99.5850622406639;99.17355371900828;99.37888198757764;0;0;0;0
689;2;DT;2420;40;99.43181818181816;98.96694214876032;99.581589958159;98.34710743801654;98.96049896049897;0;0;0;0
680;2;DUM;2420;40;48.91528925619835;48.14049586776859;48.06866952789699;46.28099173553719;47.1578947368421;0;0;0;0
681;2;DUM;2420;40;48.91528925619835;48.14049586776859;48.06866952789699;46.28099173553719;47.1578947368421;0;0;0;0
682;2;DUM;2420;40;48.91528925619835;48.14049586776859;48.06866952789699;46.28099173553719;47.1578947368421;0;0;0;0
683;2;DUM;2420;40;48.91528925619835;48.14049586776859;48.06866952789699;46.28099173553719;47.1578947368421;0;0;0;0
684;2;DUM;2420;40;48.91528925619835;48.14049586776859;48.06866952789699;46.28099173553719;47.1578947368421;0;0;0;0
695;2;KNN;2420;40;99.84504132231406;99.79338842975206;100.0;99.58677685950413;99.79296066252589;0;0;0;0
696;2;KNN;2420;40;99.79338842975206;99.79338842975206;100.0;99.58677685950413;99.79296066252589;0;0;0;0
697;2;KNN;2420;40;99.74173553719008;99.79338842975206;99.58847736625516;100.0;99.79381443298968;0;0;0;0
698;2;KNN;2420;40;99.79338842975206;99.79338842975206;100.0;99.58677685950413;99.79296066252589;0;0;0;0
699;2;KNN;2420;40;99.89669421487604;99.58677685950413;99.58677685950413;99.58677685950413;99.58677685950413;0;0;0;0
710;2;MLP;2420;40;99.69008264462808;100.0;100.0;100.0;100.0;0;0;1;1
711;2;MLP;2420;40;99.79338842975206;99.3801652892562;100.0;98.7603305785124;99.3762993762994;0;0;0;0
712;2;MLP;2420;40;99.69008264462808;100.0;100.0;100.0;100.0;0;0;1;1
713;2;MLP;2420;40;99.74173553719008;99.58677685950413;99.58677685950413;99.58677685950413;99.58677685950413;0;0;0;0
714;2;MLP;2420;40;99.79338842975206;99.3801652892562;99.1769547325103;99.58677685950413;99.38144329896907;0;0;0;0
690;2;NB;2420;40;99.63842975206612;99.79338842975206;99.58847736625516;100.0;99.79381443298968;0;0;0;0
691;2;NB;2420;40;99.63842975206612;99.79338842975206;100.0;99.58677685950413;99.79296066252589;0;0;0;0
692;2;NB;2420;40;99.69008264462808;99.3801652892562;98.77551020408164;100.0;99.38398357289527;0;0;0;0
693;2;NB;2420;40;99.63842975206612;99.79338842975206;99.58847736625516;100.0;99.79381443298968;0;0;0;0
694;2;NB;2420;40;99.69008264462808;99.17355371900828;98.77049180327867;99.58677685950413;99.1769547325103;0;0;0;0
705;2;RF;2420;40;98.7603305785124;98.55371900826448;97.95918367346938;99.17355371900828;98.56262833675564;0;0;0;0
706;2;RF;2420;40;98.65702479338844;98.96694214876032;98.76543209876544;99.17355371900828;98.96907216494846;0;0;0;0
707;2;RF;2420;40;98.7086776859504;98.55371900826448;97.57085020242914;99.58677685950413;98.5685071574642;0;0;0;0
708;2;RF;2420;40;98.60537190082644;98.96694214876032;98.76543209876544;99.17355371900828;98.96907216494846;0;0;0;0
709;2;RF;2420;40;98.7603305785124;98.1404958677686;96.78714859437753;99.58677685950413;98.16700610997964;0;0;0;0
715;2;SVM;2420;40;99.74173553719008;99.79338842975206;100.0;99.58677685950413;99.79296066252589;0;0;0;0
716;2;SVM;2420;40;99.79338842975206;99.58677685950413;100.0;99.17355371900828;99.5850622406639;0;0;0;0
717;2;SVM;2420;40;99.79338842975206;99.79338842975206;99.58847736625516;100.0;99.79381443298968;0;0;0;0
718;2;SVM;2420;40;99.69008264462808;99.79338842975206;100.0;99.58677685950413;99.79296066252589;0;0;0;0
719;2;SVM;2420;40;99.89669421487604;99.58677685950413;99.58677685950413;99.58677685950413;99.58677685950413;0;0;0;0
700;2;XGB;2420;40;98.91528925619836;98.55371900826448;97.95918367346938;99.17355371900828;98.56262833675564;0;0;0;0
701;2;XGB;2420;40;98.55371900826448;98.96694214876032;98.76543209876544;99.17355371900828;98.96907216494846;0;0;0;0
702;2;XGB;2420;40;98.86363636363636;98.55371900826448;97.57085020242914;99.58677685950413;98.5685071574642;0;0;0;0
703;2;XGB;2420;40;98.55371900826448;98.96694214876032;98.76543209876544;99.17355371900828;98.96907216494846;0;0;0;0
704;2;XGB;2420;40;98.65702479338844;98.1404958677686;97.165991902834;99.17355371900828;98.159509202454;0;0;0;0
845;2;DT;3025;32;99.54545454545456;99.009900990099;99.33554817275748;98.67986798679868;99.00662251655628;0;0;0;0
846;2;DT;3025;32;99.50433705080545;99.3388429752066;99.01315789473684;99.66887417218544;99.33993399339934;0;0;0;0
847;2;DT;3025;32;99.46303180503924;99.17355371900828;99.66555183946488;98.67549668874172;99.16805324459234;0;0;0;0
848;2;DT;3025;32;99.46303180503924;99.00826446280992;99.009900990099;99.009900990099;99.009900990099;0;0;0;0
